T0_CT_A01	T0_CT_A03	T0_CT_A05	T0_CT_A06	T0_CT_A07	T0_CT_A08	T0_CT_A10	T0_CT_A11	T0_CT_B01	T0_CT_B03	T0_CT_B05	T0_CT_B07	T0_CT_B08	T0_CT_B09	T0_CT_C02	T0_CT_C03	T0_CT_C05	T0_CT_C06	T0_CT_C07	T0_CT_C08	T0_CT_C09	T0_CT_C11	T0_CT_C12	T0_CT_D01	T0_CT_D02	T0_CT_D03	T0_CT_D05	T0_CT_D06	T0_CT_D07	T0_CT_D08	T0_CT_D09	T0_CT_D11	T0_CT_D12	T0_CT_E01	T0_CT_E03	T0_CT_E04	T0_CT_E05	T0_CT_E06	T0_CT_E07	T0_CT_E08	T0_CT_E09	T0_CT_E10	T0_CT_E11	T0_CT_E12	T0_CT_F01	T0_CT_F02	T0_CT_F03	T0_CT_F04	T0_CT_F05	T0_CT_F06	T0_CT_F07	T0_CT_F09	T0_CT_F11	T0_CT_F12	T0_CT_G01	T0_CT_G02	T0_CT_G03	T0_CT_G04	T0_CT_G07	T0_CT_G08	T0_CT_G09	T0_CT_G11	T0_CT_H01	T0_CT_H02	T0_CT_H04	T0_CT_H05	T0_CT_H08	T0_CT_H09	T0_CT_H12	T24_CT_A01	T24_CT_A03	T24_CT_A04	T24_CT_A05	T24_CT_A07	T24_CT_A08	T24_CT_A09	T24_CT_A10	T24_CT_B01	T24_CT_B02	T24_CT_B03	T24_CT_B05	T24_CT_B06	T24_CT_B07	T24_CT_B08	T24_CT_B09	T24_CT_B11	T24_CT_C01	T24_CT_C02	T24_CT_C03	T24_CT_C05	T24_CT_C07	T24_CT_C08	T24_CT_C09	T24_CT_C10	T24_CT_C11	T24_CT_C12	T24_CT_D01	T24_CT_D02	T24_CT_D03	T24_CT_D04	T24_CT_D05	T24_CT_D06	T24_CT_D07	T24_CT_D08	T24_CT_D09	T24_CT_D10	T24_CT_D11	T24_CT_E01	T24_CT_E02	T24_CT_E04	T24_CT_E05	T24_CT_E07	T24_CT_E09	T24_CT_E11	T24_CT_E12	T24_CT_F01	T24_CT_F02	T24_CT_F03	T24_CT_F04	T24_CT_F05	T24_CT_F07	T24_CT_F08	T24_CT_F09	T24_CT_F10	T24_CT_F11	T24_CT_F12	T24_CT_G01	T24_CT_G02	T24_CT_G03	T24_CT_G04	T24_CT_G05	T24_CT_G06	T24_CT_G08	T24_CT_G10	T24_CT_G11	T24_CT_G12	T24_CT_H01	T24_CT_H02	T24_CT_H03	T24_CT_H05	T24_CT_H07	T24_CT_H09	T24_CT_H12	T48_CT_A01	T48_CT_A02	T48_CT_A03	T48_CT_A04	T48_CT_A05	T48_CT_A06	T48_CT_A07	T48_CT_A08	T48_CT_A09	T48_CT_A10	T48_CT_A11	T48_CT_A12	T48_CT_B01	T48_CT_B02	T48_CT_B03	T48_CT_B04	T48_CT_B06	T48_CT_B08	T48_CT_B10	T48_CT_B11	T48_CT_B12	T48_CT_C01	T48_CT_C02	T48_CT_C03	T48_CT_C04	T48_CT_C05	T48_CT_C06	T48_CT_C07	T48_CT_C09	T48_CT_C10	T48_CT_C11	T48_CT_D01	T48_CT_D02	T48_CT_D03	T48_CT_D04	T48_CT_D06	T48_CT_D07	T48_CT_D08	T48_CT_D09	T48_CT_D10	T48_CT_D11	T48_CT_D12	T48_CT_E01	T48_CT_E02	T48_CT_E03	T48_CT_E04	T48_CT_E05	T48_CT_E06	T48_CT_E07	T48_CT_E08	T48_CT_E10	T48_CT_E11	T48_CT_E12	T48_CT_F01	T48_CT_F02	T48_CT_F03	T48_CT_F05	T48_CT_F07	T48_CT_F09	T48_CT_F10	T48_CT_F11	T48_CT_G01	T48_CT_G02	T48_CT_G03	T48_CT_G07	T48_CT_G08	T48_CT_G09	T48_CT_G10	T48_CT_G11	T48_CT_G12	T48_CT_H01	T48_CT_H02	T48_CT_H04	T48_CT_H05	T48_CT_H06	T48_CT_H07	T48_CT_H08	T48_CT_H11	T48_CT_H12	T72_CT_A01	T72_CT_A05	T72_CT_A08	T72_CT_A09	T72_CT_A11	T72_CT_B01	T72_CT_B02	T72_CT_B03	T72_CT_B04	T72_CT_B05	T72_CT_B06	T72_CT_B08	T72_CT_B09	T72_CT_B11	T72_CT_B12	T72_CT_C04	T72_CT_C06	T72_CT_C07	T72_CT_C09	T72_CT_C11	T72_CT_D01	T72_CT_D03	T72_CT_D04	T72_CT_D05	T72_CT_D07	T72_CT_D10	T72_CT_D11	T72_CT_E04	T72_CT_E05	T72_CT_E07	T72_CT_F01	T72_CT_F05	T72_CT_F07	T72_CT_F10	T72_CT_F11	T72_CT_G03	T72_CT_G04	T72_CT_G06	T72_CT_G08	T72_CT_G10	T72_CT_G11	T72_CT_H01	T72_CT_H03	T72_CT_H05	T72_CT_H08	T72_CT_H09	T72_CT_H10	T72_CT_H11	T72_CT_H12
CD59	434.205	589.333	289.198	582.669	805.215	67.2481	387.481	760.732	221.135	882.832	635.33	265.238	1000.45	207.227	766.462	464.854	534.028	217.435	222.217	757.596	3652	922.7	637.893	804.8	327.511	399.544	405.782	1234.71	530.556	669.502	846.312	847.789	570.494	621.963	223.172	938.358	608.909	402.379	588.482	1121.14	709.356	448.684	533.436	229.477	335.354	308.937	482.346	342.518	424.534	764.709	587.688	827.515	535.364	524.508	263.7	183.353	246.689	1114.02	1157.94	532.926	231.503	559.104	824.958	727.001	464.181	484.601	997.55	564.419	300.378	391.676	337.446	90.4152	246.796	930.887	365.915	60.3844	345.683	47.6377	233.803	185.542	276.91	348.2	656.502	352.157	219.738	140.82	242.672	232.678	297.877	96.3206	578.237	925.889	590.346	179.388	381.538	337.685	635.044	353.607	711.513	90.0128	293.182	55.8103	346.237	544.296	683.332	436.398	278.373	686.234	468.416	630.884	145.248	310.81	766.2	79.0244	481.561	254.74	479.911	347.659	565.551	597.448	594.752	277.019	623.912	580.341	251.73	674.887	365.018	153.446	470.166	527.309	233.912	229.866	220.84	350.532	60.6208	155.168	468.637	362.768	156.15	791.964	286.177	381.905	165.329	149.038	289.495	174.796	145.391	618.534	284.615	174.883	234.512	44.0925	290.451	239.685	58.6218	149.512	193.489	239.963	286.469	368.316	169.343	311.215	738.391	192.832	230.215	36.9797	41.2161	148.173	135.911	154.336	75.42	475.006	216.76	352.879	285.391	421.234	74.1617	219.514	608.817	668.299	9.48993	861.759	565.197	488.601	17.7086	223.515	25.5727	159.325	183.222	172.207	538.309	110.309	1038.34	323.286	302.136	206.403	389.237	18.5721	3.36712	121.418	276.021	184.384	692.849	382.682	195.917	333.663	141.269	537.042	494.467	106.349	223.692	223.627	159.677	253.872	216.388	596.611	246.152	151.207	666.795	429.688	263.704	557.556	773.94	827.137	241.083	702.141	630.44	394.016	429.451	210.209	31.0976	462.163	78.1248	344.823	358.632	154.643	353.618	543.726	322.917	558.388	20.8908	569.72	806.721	292.553	609.817	182.232	138.452	353.127	77.2711	355.24	585.854	501.481	293.21	643.722	77.3502	832.371	1002.16	32.0163	254.957	1354.7	207.055	848.706	162.737	428.644	842.83	494.057	409.135	241.165	292.813	375.224	577.552
ATRX	43.1561	21.6682	31.0335	85.4416	34.6936	10.249	10.1466	0.0175399	40.2069	12.1899	14.3244	35.1428	1.82552	27.4345	26.3129	40.8832	32.728	24.042	45.9285	92.5152	124.699	19.4776	13.9267	7.07464	54.2236	7.76321	8.02225	8.93693	50.1213	1.93615	18.7817	8.58831	44.3442	11.9941	25.8591	5.37607	113.905	18.5516	5.18622	16.0488	1.19265	0.095022	8.43106	17.8991	3.5822	161.493	14.9708	38.6873	6.62816	23.9473	24.8186	58.7399	26.6988	51.3837	23.7443	32.2884	20.4329	7.85113	10.7421	0.146227	11.8897	26.2136	28.2891	9.89497	7.80821	2.72046	38.8412	46.8861	41.7597	54.7168	44.5116	53.5152	87.5227	82.3178	14.61	38.3695	153.996	34.337	56.9956	93.9019	40.4979	28.3515	39.7837	27.8225	43.1581	143.487	116.241	22.2134	111.086	26.2411	42.5507	28.94	35.1009	54.7837	23.3448	85.2148	71.2806	68.7066	39.3598	55.7392	58.5084	21.4844	80.3336	35.1695	29.7169	29.0647	40.819	81.8868	98.4127	42.2034	19.459	117.263	23.886	44.1775	6.43362	13.3228	64.7882	36.1823	181.394	40.2511	17.2958	40.6227	62.7129	38.0402	147.56	11.9904	24.8018	37.4228	38.2106	22.098	6.17653	36.5455	145.983	65.3356	50.7181	64.2886	35.486	37.1008	25.4601	81.8793	44.988	98.6424	27.8941	78.1546	30.6854	20.3043	1.79757	70.2709	13.5816	25.5321	15.2004	52.9509	36.8019	23.5696	103.942	60.087	37.5245	3.01255	5.88586	16.718	15.2334	34.965	50.4784	71.0438	2.34568	5.29461	40.2263	17.3003	53.187	17.5048	27.4424	8.21384	31	31.6019	133.787	101.081	108.98	14.3565	28.9883	37.6735	22.8771	48.3158	142.753	70.7837	30.4611	21.6294	68.2241	67.9424	47.7672	137.717	82.738	30.4819	4.92699	120.274	31.0102	9.73643	43.2298	41.5255	0.397933	23.628	44.5055	68.8005	276.485	130.844	55.0256	71.0369	115.493	73.8034	52.7297	295.799	56.7844	28.8402	173.557	5.16161	52.9231	0.0463805	44.8544	82.4165	169.013	24.3457	29.4543	35.8649	6.99371	19.426	70.4133	121.189	31.5277	33.4998	42.0613	73.9076	25.9212	40.4847	47.9742	31.7885	44.5535	54.4159	19.5793	18.2923	37.284	44.4344	87.4359	27.3972	36.7032	13.7559	33.8607	36.0953	86.045	51.0171	39.7567	45.9159	11.3057	14.0245	21.9982	29.7331	57.9575	28.9954	90.0539	19.2223	53.0205	4.40575	57.8354	49.7075	64.1642	8.52319	39.246	17.8496	30.245	133.56	18.7889	195.733	42.1109
CTTN	215.12	261.786	156.634	246.271	325.068	275.637	269.63	856.971	315.577	80.1696	290.081	129.251	291.186	253.213	163.863	163.042	217.969	297.612	163.502	388.965	152.588	166.543	291.105	229.08	304.107	270.59	393.742	180.241	146.438	268.193	645.592	328.244	277.971	121.718	329.845	172.713	262.284	237.225	127.643	214.609	238.878	81.371	174.885	75.4532	162.407	196.851	128.25	177.144	85.8274	353.719	297.681	368.002	235.326	305.218	237.123	120.755	176.286	257.995	270.157	251.955	198.797	273.953	553.24	201.838	83.3033	348.972	556.343	271.689	102.041	325.601	339.555	363.096	172.233	498.962	624.454	550.047	560.459	676.582	493.974	293.571	589.559	614.393	788.674	654.319	596.451	403.886	446.759	397.565	545.783	412.809	413.377	477.179	657.083	595.786	309.955	330.54	772.544	731.581	559.249	190.073	503.51	678.689	375.128	605.096	665.179	685.253	603.21	365.019	184.413	552.011	549.344	295.981	595.053	344.594	359.735	511.254	507.696	292.248	612.205	271.854	406.049	620.086	854	515.866	435.288	401.067	396.963	520.564	215.135	377.317	306.036	460.952	114.862	505.612	347.696	408.781	623.366	491	888.049	488.018	276.216	930.271	474.563	407.798	449.067	295.866	152.279	601.224	222.507	381.063	538.914	113.405	416.729	313.29	307.372	451.186	524.406	215.575	350.174	368.106	324.88	208.664	515.778	730.372	321.997	198.323	788.91	774.22	635.635	533.414	658.418	344.548	241.835	609.224	801.534	666.349	273.549	533.79	634.238	411.501	334.526	804.25	340.863	372.339	702.64	418.508	388.584	472.996	533.363	111.258	862.13	446.099	549.134	592.019	273.339	482.079	482.856	474.091	229.122	468.929	470.209	606.242	735.055	370.672	536.343	380.089	639.067	437.35	488.558	907.28	381.237	333.341	526.181	493.283	371.624	172.36	695.272	626.007	371.449	453.448	343.302	813.087	282.394	403.737	186.773	350.902	427.981	351.165	86.5667	304.526	258.601	143.134	556.271	410.935	44.2291	157.41	246.784	384.549	421.202	528.372	266.686	222.682	288.432	268.681	444.769	326.219	259.516	327.839	245.384	151.057	246.201	181.548	530.529	349.508	374.083	165.834	296.792	191.932	350.704	369.806	354.354	203.935	126.518	319.685	153.212	240.97	356.391	312.396	182.221	330.619	400.632
B4GALT1	52.1257	37.9312	34.8795	52.0862	25.4304	19.8461	39.0929	0.166696	146.896	73.1378	25.261	63.6655	32.6454	49.4962	39.3952	74.2053	22.6402	82.1988	36.7641	21.0295	1.20052	47.0167	65.2854	42.7938	63.3449	46.5919	90.542	23.2875	68.1928	52.7244	30.6742	26.1656	38.8786	22.461	71.372	39.4035	101.721	14.7378	37.6743	30.7409	34.515	6.83012	35.6173	11.1721	21.7774	58.8715	38.8168	50.2725	14.8831	27.6676	22.3029	46.9408	15.0182	34.7698	41.6538	38.2388	24.3454	34.5721	42.2786	33.9958	91.1091	58.0165	21.6665	33.0071	56.4233	22.2121	90.283	48.5618	101.735	34.9293	140.243	47.4756	76.6952	201.699	31.633	101.081	161.36	71.0195	72.2223	128.006	146.715	124.264	69.3873	178.937	17.9842	109.534	35.2093	99.3017	60.9575	75.8104	204.076	118.755	96.8638	206.845	75.7907	101.51	476.506	25.1107	62.6434	7.75024	91.5862	73.1321	116.57	124.315	104.805	75.1211	145.647	175.237	103.235	242.736	10.0809	116.684	58.3737	19.3099	231.803	323.074	82.3199	170.969	91.0524	68.5451	91.8267	89.7026	64.3252	66.036	70.6464	118.786	71.8814	26.7787	33.3436	115.541	141.873	134.741	30.2911	131.05	75.8294	72.775	165.689	40.5519	124.038	132.263	96.7086	17.6021	44.1646	106.817	265.128	66.7132	110.298	143.003	0.187165	70.9086	148.465	198.459	232.811	154.117	174.109	83.0414	81.8193	51.813	18.4042	588.132	59.5483	289.164	167.942	231.699	302.779	11.7328	357.059	29.1201	234.398	259.355	93.3103	90.3456	132.854	161.817	177.075	209.336	45.6179	172.697	154.811	88.7818	34.5684	303.835	351.387	116.56	54.8737	117.031	91.6208	130.84	41.3148	275.11	114.705	22.3042	127.413	43.0868	101.858	226.669	129.138	56.6684	36.5677	70.0955	39.7625	86.764	187.666	89.9956	107.938	131.829	246.694	111.89	364.082	282.866	62.4008	76.2559	192.113	125.527	71.6364	0.126478	100.504	309.249	111.153	147.339	220.609	211.783	65.8218	51.2023	42.4025	164.269	115.573	58.3231	10.177	53.6606	24.5026	49.9744	51.6126	67.4077	21.852	100.682	96.6113	62.4756	105.762	76.0675	109.62	63.0615	75.7041	32.4769	192.244	70.9996	14.5691	101.545	14.5181	17.3008	45.2127	56.6264	56.9502	48.2862	61.1063	38.6202	61.8008	4.84947	9.69481	34.7851	87.2175	176.335	52.5166	140.823	83.794	37.6238	38.4646	27.0148	48.7066	33.4662	77.5554
AURKA	4.89667	53.8278	55.2783	0.129232	0	0	0	0.0563023	0.0947698	6.36543	0	0	14.3894	2.45569	22.3056	0.785247	0	0	0	116.786	0.535353	0	3.9924	0	0	0.229206	0	44.4596	0.176964	3.27655	0	0.163988	130.904	24.1995	3.15071	4.23035	0	0	1.04545	187.31	0	0	25.1874	0	43.7926	73.1322	1.4363	6.54025	0.186923	0	0	0	69.5768	2.84614	0.386819	0	0	146.34	53.9753	0.543437	0	0.155416	0.242565	31.4032	6.77262	0	3.57925	0	0	0	0	0	125.04	0.168497	0	0	6.11083	0	0	0	0	0	0	0	0.211243	0	0	0	0	0	0	0	0	7.47562	0	0	0	0	0	0.451371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.72919	0	0	0	0	0	0	0	0	16.6168	0	0	0	0	0	0	0	0	0	0	0	0	0.350386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.347727	0	0	0.355397	0	0	9.21435	0	0.207755	0	0	139.702	0	0.285275	0	0	0	0	0	0	0	0	0	0.207373	0	0	163.661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.56935	70.4448	1.33335	0	0	0	0	0.226189	0	0.296583	0	0	13.6064	0	0	7.56282	0	0.988258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.250657	0	0	0	39.8939	7.95913	212.612	0	0	0.174082
TPX2	8.16207	57.3364	21.5249	0.197394	5.25659	0	25.5108	0.0289156	0.675369	82.2144	1.96073	0	51.9972	64.3237	80.1003	0	0	0	0.098533	114.048	1.0606	0	15.474	0.107114	23.4899	21.3304	0	53.6008	8.36278	40.6033	0.240175	0.751889	61.7158	21.8936	44.0394	0	0	0.0769745	70.3705	136.955	16.3054	0	80.2265	19.952	44.5104	30.4813	44.8478	50.288	0	5.29146	0.120651	0.052971	40.3346	0.320692	10.2978	0.143576	0	47.8709	63.4682	36.364	0.339984	1.78479	0	9.64885	52.8874	0	0.102451	0.0651868	0.04972	0	0	0	148.684	0	0.353196	0	0	0	0	0	0	0	20.0141	0	0	24.8369	0	0	0.588864	0	0	0	0	0	0	0	1.08354	16.253	9.08885	0	0	0	0	0	0	0	5.50137	0	0	0	0	0	0	0	0	47.616	1.4499	0	0	0	0	0	0	6.49531	0	21.0246	0	0	0	0	0	0	0	1.61778	0	41.5345	45.7895	0	0	0	0	0	35.3854	0	0	0	0.112588	8.69354	7.74844	23.6688	0	0	1.12894	0	0	0	0	0	0	0.240764	0	2.95624	0	0.203531	0	0	25.5403	0	0	1.57872	0	44.9745	0	15.3477	0	0	0.418797	0	0	51.1442	0	3.8464	0	4.31487	1.41661	0.178316	0	0.180334	0	0	0	0	0.47553	0	0.179915	372.386	0	0	0	0	0	0	0	0	0	0.345911	0	0.118559	0	0	130.495	0	0	2.34125	0.376086	0.0769032	0	0	0	26.6001	0	37.3959	0	0	0	9.54859	0	6.37643	0.0845496	1.23253	0	0	0	3.62888	0.122993	0	0.131129	7.91642	0.172006	9.86657	0	103.395	0.564228	0	0.930342	0	7.74048	3.12263	0	0	9.83594	0.309025	30.686	0	0	0	43.6026	0	6.38448	0	0.564849	9.59561	0.0822253	0	0	14.8423	117.826	213.93	0	0	22.5972
ANKRD10	215.51	91.9423	183.116	42.7935	137.842	93.712	147.505	0.445508	116.714	0	110.503	11.9523	12.4433	193.426	51.3278	32.169	45.2005	92.3117	80.8031	34.2533	3.88985	31.9933	79.8697	165.804	286.79	32.966	51.5327	80.3434	87.1957	51.8756	0	1.9729	92.195	33.9869	287.294	70.9939	1646.76	35.1655	153.641	2.96314	36.4922	0	116.875	250.992	70.0302	116.933	153.767	266.059	17.5637	86.2569	65.5442	77.0697	99.5237	70.3848	29.9004	19.5971	68.3751	89.2762	136.37	38.915	398.552	66.2115	486.219	20.226	39.4867	231.353	81.7667	156.447	37.8523	115.331	91.6707	83.6795	39.3377	98.4353	72.7034	439.713	409.278	725.312	140.977	627.152	293.408	225.162	49.5831	42.7185	147.11	212.181	441.803	57.9998	530.54	207.54	309.055	31.6275	41.4341	493.004	174.066	279.859	96.0203	70.7775	7.0432	150.296	370.038	1769.91	302.173	89.4587	112.529	154.709	157.137	330.106	792.297	19.7377	400.206	1659.29	1026.24	130.033	53.9985	260.784	39.7923	657.649	4957.61	860.618	426.647	833.591	90.3822	149.855	582.388	625.547	29.2899	177.127	522.732	175.781	109.767	732.387	325.381	65.9414	513.443	147.058	545.689	355.024	51.7614	312.41	93.6002	790.714	99.5961	62.5494	438.254	455.457	2.21715	349.823	156.855	121.656	155.466	644.472	239.746	79.7495	200.457	17.0492	437.271	388.782	439.627	0	1055.46	83.1414	85.7267	1688.36	84.7688	58.3935	62.3306	508.823	104.45	412.434	1341.51	135.418	381.663	42.6375	1293.42	2200.74	277.946	87.1072	203.333	240.979	83.7886	780.391	2581.5	143.401	1434.45	218.811	245.162	313.124	373.126	67.5161	2073.62	830.342	154.46	356.088	372.585	0.958433	672.399	99.4927	63.2451	131.371	381.908	97.9444	1763.93	1120.4	117.553	110.533	278.32	181.084	562.172	823.183	219.48	278.216	198.329	147.048	881.223	0.111134	29.1082	167.786	4024.85	96.8552	109.354	1.42985	50.5579	53.8432	674.917	215.112	54.9815	39.5413	193.233	117.303	2098.38	578.332	1239.2	25.7768	248.971	557.932	161.661	44.9215	248.614	40.0158	131.019	117.268	40.8005	145.223	64.8148	406.393	103.377	959.927	485.553	152.116	76.3497	46.4946	75.6507	101.219	114.827	71.0331	105.897	98.4849	54.7678	152.143	85.6239	95.4689	129.997	28.7489	127.986	66.943	181.725	176.727	894.146	258.727	122.898
TRMT6	6.21251	40.231	8.15303	0.523005	55.6157	0.919736	0.179083	0	0	23.1146	15.3545	1.43638	10.8448	44.9537	31.7167	0.893194	7.58555	0.469129	20.2502	10.4979	213.429	2.85138	7.94726	22.4685	42.4865	8.07424	0.849299	9.54932	27.4338	27.9853	19.0099	5.22043	1.37223	22.7849	0	10.5291	0	8.91777	2.82624	7.22824	59.532	0	0	0	8.08566	1.6006	0.840119	0	8.69651	69.7675	7.34859	3.96534	0	3.76777	5.36572	5.89407	31.3459	9.03307	19.6792	0.86529	4.19194	1.53421	55.1605	7.1714	12.8734	59.1046	1.26242	0.203748	0	0	0	31.5947	0	0	1.88363	0	0.512054	5.44336	0	0	119.775	0	0.327941	0	0.736873	0	0.19379	40.3693	128.939	0.470828	0.295208	0	0	0	0	9.01463	0	0.714848	20.2409	0	3.6345	0	30.1735	0	0	0	5.37226	0.867706	0	0	0	0	22.6277	0	0	0	12.796	0	9.67774	0	0	0	0.316583	15.1434	0	0	0	2.2622	0.699446	0	5.13574	0	14.2722	0	0.228086	0	23.8787	0	0	0	0	3.22341	0	15.2959	0	0	0	0	6.83703	52.9178	52.1001	28.6844	46.2703	8.28537	0	0	0	23.8627	20.5828	0	14.9446	0	0	0	0	0	0	0	0	22.9573	0	0.552515	0	0	0	0	0	0	26.224	0	0	0	0	0.810184	0	0.279564	0	0	0	0.822098	0	3.8071	0	0.77458	0	0	30.0919	0	7.4229	43.8137	80.6812	0.182182	0.313075	0	0	8.13133	8.40613	16.9179	0	3.14077	19.5828	0	0	0	0	147.878	0.276881	0	0	0.868335	0	0	0	19.4765	0	0.9235	0	0.33512	0	12.713	0.213244	0.840593	23.581	0	9.68038	0	29.2282	14.6937	0	15.3089	0.483589	32.0624	0	3.97611	0	0	11.1069	0	7.10606	0	0	0	0	12.2931	0.787254	4.70223	13.6627	0.967785	38.4145	0.579948	0	0	0	7.0997	0	8.45428	0	2.00645	0	0	0
BIRC5	14.6215	108.211	152.23	0.433816	8.85502	1.61847	74.4946	0.538675	0.0713044	78.9776	0	23.602	24.7608	78.4058	68.6795	37.9993	18.4702	0.293887	53.7794	265.237	0.260167	0.345022	53.0813	24.3604	85.5414	29.4654	0.205024	95.4549	38.0518	68.5255	0.442689	0.303392	212.664	29.2823	49.2879	0	0	71.1857	256.367	116.026	69.6357	0	108.713	172.183	103.806	137.558	70.2068	155.783	23.2137	76.5186	17.1617	0.27162	54.8543	57.7191	25.1098	8.94777	15.7317	84.0634	63.2813	56.5529	2.22428	0.781514	0.901963	0	95.1925	0	12.8663	0.429634	36.453	84.5897	1.35186	31.2443	470.983	1.75352	2.20172	0	0.594218	17.8825	0.518187	0	0.529907	2.30304	0	10.4602	5.56534	106.245	2.69721	0.173498	90.8688	25.9545	4.0708	0	97.5024	71.7371	6.12435	3.10293	0	110.892	9.74393	79.3517	0	0	42.6372	0.74636	0	0	0.754073	1.35012	1.59093	0.670036	0	0	563.37	0.140659	0.789147	2.86292	4.94155	0	0	0.561194	2.05388	1.19447	1.50328	43.1582	2.16673	177.29	30.1894	2.20186	2.9767	1.14145	1.79913	3.1454	32.1241	0.743158	50.1241	47.5592	92.7394	0.516656	0	0.913012	0	12.8204	5.65151	0	1.61832	0.551482	0.166425	2.14018	0.419385	141.34	0	0	1.03821	0.863528	1.83746	0	3.89748	0.566979	1.882	0.618069	1.65989	0.174744	0	0	51.2574	0.145394	1.2348	0	0.947676	1.65702	3.34959	84.9431	0	1.38662	0.511402	0	0.380184	0	0.317385	0	0.147467	2.94481	1.65953	23.1249	2.33446	0.657931	0.234235	26.8212	0.931177	0	2.24003	0.813816	0.176127	0	0	524.869	0.123812	0	0	1.00392	0.766597	0.427447	1.71657	0	0	0.637215	0.478828	0	0	1.23393	285.174	1.13965	6.8726	0	1.39781	0	0	0	2.3361	1.02052	0.632853	0.769126	0	2.58198	0	5.28378	1.86239	0.836117	2.06956	3.22161	3.36859	3.31868	1.94197	77.2304	1.71586	4.22862	3.68829	1.47526	5.43069	1.1322	2.1877	171.6	1.97303	4.48242	0.464754	2.04004	21.3127	5.11427	0.992265	2.16651	1.87676	0.547282	1.34572	1.10329	2.16652	1.20216	99.4836	6.11414	1.4091	239.213	1.78485	0.510199	0.530726	0.280375	0	41.815	190.142	169.243	1.51933	1.96808	12.0425
KIF4A	5.70423	47.6142	14.5638	0	4.47748	0	0.0905958	0	0	22.8717	0	0.61448	0.0843746	22.8683	22.4175	0	0	0	0.234211	34.907	0.0350843	0	23.8126	0	0.897369	15.4256	0	58.9257	11.8952	10.1264	0	0.0827823	33.6656	10.3856	1.95386	0	0	0	41.313	34.1434	0.633562	0	50.5542	0	12.2839	0.478636	1.15622	4.19794	0	0	0	0	0	0	0.21942	0	3.45177	0.0990198	30.2048	17.8918	0.764828	0	0	0	0.211019	0	0	0	0	8.27257	0	0	106.414	0	0	0	0	0	0	0	0	0	0	0	0	24.752	0	0	0	0	0	0	0	0	0	0	0	5.81697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.82651	0	0	0	0	0	0	0	0	0	0	0	0	9.03964	0	0	0	0	0	0	0.149527	0	0	0	21.2836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.180964	0	0	0	0	0	0	0	0	0.175457	0	0	0	0	0.121766	0	0	0	0	0	161.172	0	0	0.104622	0	0	0	0	0	0	0	0	0	0	0	68.5823	0	0	1.48468	0	0	0	0	0	0	0	0.104081	0	0	0.12751	0	0	0	0	0	0	0	0	0.726789	0.121903	0	0	0	0	0	0.154555	64.1352	0	0	0	0	0	0	0	0	0	0	0	0.0618757	0	0	37.0515	0	0	8.81102	0	0	0.0815086	0	0	28.683	81.8271	34.6966	0	0	0
